,WardName,WardCode,WardCodeN,Pop2011,Children,WorkingAge,Older,PerChildren,PerWorking,PerOlder,MeanAge,MedianAge,AreaSqK,PopDensity,PerBAME,PerForeign,PerNoEngl,Fertility,MaleLiEx,FemLiEx,AmbPer1000,AmbAlco,Employed,EmpRate,NoofJobs,EmpPerHead,NHSNFore,HousePri,PropSold,HousePla,detached,semidet,terraced,flatmaisap,owned,socialrent,privrent,pershared,perfree,Ctab,Ctcde,CTfgh,mortgage,landlord,incapacity,incomesup,jobseekers,jsa1624,lonepar,outofwork,noadults,lonenot,id2010,Perid2010,GCSE,absence,noqual,level4,crime,violence,robbery,theft,criminal,drugs,fires,openspace,cars,ptaccess,elections,Candidate,InnerOuter,x,y
186,Enfield   Turkey Street,00AKHF,E05000211,14377,3668,9049,1660,25.51297211,62.94080824,11.54621966,34.3,32.0,2.3,6065.217391,37.9,31.0,14.1,74.13793103,76.16,81.42,126.1,0.440705128,5622,56.66196331,1300,0.148457143,17.14285714,204029.3788,132,5467,4.3,26.6,36.1,33.1,52.1,26.3,19.1,0.466022119,0.459066565,17.59448892,82.34965556,0.893688326,10,60,6.114285714,9.714285714,9.46384452,20.75945225,48.73853211,41.16972477,13.06306306,60.4494382,141.0,100.0,321.13125,1.862456747,30.2,17.9,74.60431655,15.03597122,3.525179856,20.07194245,7.841726619,6.834532374,0.8,30.4687,0.992867868,2.465806498,29.44724855,Ken,Outer,535227.7888,199039.1923
187,Enfield   Upper Edmonton,00AKHG,E05000212,17374,4490,11290,1594,25.843214,64.98215725,9.174628756,32.8,31.0,2.7,6222.222222,58.0,48.4,22.7,88.42105263,75.45,76.73,174.9,0.842787682,6722,55.28415166,8200,0.774976303,40.75829384,212827.7024,84,6318,5.9,16.2,40.4,37.3,44.0,29.8,24.0,0.161160355,0.667664326,24.70704737,75.0618914,0.148539363,20,120,5.887850467,9.112149533,11.74016423,24.75374539,49.36461388,39.19843597,13.19511411,56.32614808,74.0,100.0,335.477381,1.654080062,28.3,21.5,125.0755287,22.96072508,5.619335347,49.42598187,13.47432024,9.18429003,1.2,17.5524,0.761652202,3.100206179,32.68116734,Ken,Outer,534049.5972,192029.0292
188,Enfield   Winchmore Hill,00AKHH,E05000213,13403,2469,8941,1993,18.42124897,66.70894576,14.86980527,39.3,39.0,2.8,4857.142857,23.8,27.0,8.1,68.77192982,78.47,81.54,102.4,0.222356984,6939,69.78077233,3600,0.403093923,18.2320442,390299.3581,148,5470,8.7,31.0,19.9,40.3,69.9,6.4,22.2,0.119376259,0.499888085,4.452244596,54.47995566,41.23406614,10,25,3.111111111,2.833333333,3.94881873,9.075566027,19.50790861,12.30228471,2.69209198,35.05154639,491.0,37.5,380.1277311,0.570420301,15.4,42.9,54.09594096,6.789667897,2.140221402,23.39483395,4.575645756,2.361623616,0.2,25.1726,1.182464012,2.711467829,38.46153846,Boris,Outer,531270.6485,194066.5614
189,Greenwich   Abbey Wood,00ALGP,E05000214,15704,4217,9985,1502,26.85303107,63.58252674,9.56444218,33.2,32.0,2.7,5407.407407,46.3,32.0,7.6,105.3333333,74.32,81.12,127.6,0.609115732,6444,60.28627561,1600,0.173152174,35.86956522,176982.0658,76,6053,3.1,10.5,48.6,37.5,44.4,38.9,15.2,0.210137545,0.36296485,36.14339499,63.95482076,0.212800786,35,60,6.756756757,9.459459459,8.961175013,18.81961536,49.25028835,36.9088812,10.58014755,51.20828539,97.0,100.0,313.6545455,1.78836827,25.3,24.2,82.89655172,25.10344828,2.413793103,20.27586207,12.27586207,5.172413793,1.2,43.9423,0.730214621,3.025436478,28.95819796,Ken,Outer,546843.2734,178708.1608
190,Greenwich   Blackheath Westcombe,00ALGQ,E05000215,12875,2096,8846,1933,16.27961165,68.70679612,15.01359223,39.0,37.0,2.1,6190.47619,16.9,23.0,5.2,69.28571429,79.42,83.77,98.9,0.384763371,6925,70.71377515,2800,0.324914286,21.14285714,495719.94,200,6380,7.8,13.2,12.8,66.3,49.9,22.4,25.4,0.582524272,0.473786408,12.41638114,69.09773209,20.65589819, ,20,3.771428571,3.942857143,3.417163529,8.277419096,20.27027027,14.18918919,2.814814815,43.359375,344.0,87.5,370.2190476,1.607715134,12.1,57.5,76.43410853,10.62015504,3.333333333,31.39534884,7.984496124,1.860465116,0.3,15.4575,0.826666667,3.381741625,43.81242387,Boris,Outer,540155.2667,177009.3217
191,Greenwich   Charlton,00ALGR,E05000216,14385,3138,9702,1545,21.81438999,67.44525547,10.74035454,34.8,33.0,2.0,6475.0,36.2,31.0,9.4,89.33333333,74.06,79.91,121.7,0.408079984,6698,63.72371801,2400,0.284210526,49.70760234,308898.156,141,5869,3.0,17.8,31.7,47.5,41.7,41.1,15.9,0.145985401,0.368439347,37.45961571,62.23431389,1.190273763, ,45,6.235294118,7.529411765,7.363844066,18.02271832,39.76083707,32.43647235,7.579717721,51.69082126,146.0,100.0,330.5175573,1.7168125,20.8,37.2,66.20155039,14.18604651,3.875968992,19.14728682,10.62015504,2.945736434,0.9,31.5642,0.705697857,3.739065776,37.02721402,Ken,Outer,541436.6186,177865.1856
192,Greenwich   Coldharbour and New Eltham,00ALGS,E05000217,13062,2431,8427,2204,18.61123871,64.51538815,16.87337314,39.9,40.0,2.5,5120.0,18.3,15.6,3.6,75.23809524,78.98,83.55,105.0,0.383351588,6141,64.41157961,1400,0.181910828,10.82802548,265472.6385,130,5231,5.4,55.4,14.6,24.6,65.5,23.5,9.8,0.137804318,0.344510795,11.81765945,85.27102088,2.911319671,10,15,4.522292994,4.904458599,4.864194981,12.90368301,28.38827839,22.34432234,4.1352657,42.39766082,338.0,62.5,346.738125,1.261901682,25.4,23.4,60.0,10.23622047,1.25984252,17.32283465,5.669291339,1.732283465,0.5,20.0285,1.149565217,2.76296763,33.8242395,Boris,Outer,543265.2487,172526.0076
193,Greenwich   Eltham North,00ALGT,E05000218,12519,2330,8106,2083,18.6117102,64.74958064,16.63870916,40.5,41.0,2.6,4884.615385,11.3,13.9,3.4,57.87234043,77.92,85.97,110.6,0.491591203,6272,68.36712448,3500,0.425,9.146341463,286408.7329,146,5249,3.4,34.1,41.7,20.9,73.1,17.0,8.4,0.095854301,0.503235083,11.13658071,79.50334288,9.474689589, ,10,3.109756098,2.865853659,4.113550953,8.971015629,19.7761194,13.99253731,2.665888305,38.36734694,457.0,25.0,366.0317829,0.913783404,20.0,31.8,59.92063492,9.920634921,1.111111111,26.42857143,6.666666667,3.412698413,0.5,24.6395,1.097489784,2.912901018,43.39981007,Boris,Outer,543290.1691,175324.1261
194,Greenwich   Eltham South,00ALGU,E05000219,12541,2039,8533,1969,16.25867156,68.04082609,15.70050235,38.0,34.0,4.6,2684.782609,16.8,17.5,4.6,61.85185185,77.4,85.78,131.6,0.82340195,5701,60.26427061,5200,0.641840491,20.85889571,257275.6357,129,5224,7.1,28.6,19.8,44.4,59.8,22.4,15.0,0.60601228,0.486404593,19.59760108,66.89881989,13.75507835,10,20,3.865030675,4.785276074,5.470889595,13.09008689,35.1,28.9,4.815472666,50.0,306.0,75.0,351.7663265,1.54,21.5,25.1,94.55284553,20.0,1.219512195,41.95121951,9.105691057,3.983739837,0.7,54.5973,0.975527926,3.270010599,32.34662211,Boris,Outer,543872.5924,174008.323
195,Greenwich   Eltham West,00ALGW,E05000220,10399,2287,6834,1278,21.99249928,65.71785749,12.28964323,36.4,35.0,2.4,6062.5,24.6,21.3,6.4,47.93103448,74.16,81.73,124.8,0.336983993,4454,59.11866207,1500,0.163666667,13.33333333,250792.0687,131,3859,3.1,43.9,38.5,14.5,45.3,44.1,8.3,0.451966535,0.403884989,15.85175262,77.16008038,2.165661978, ,35,4.462365591,5.107526882,6.23177223,13.64937866,42.85714286,33.73493976,7.285115304,49.50248756,100.0,100.0,310.8640523,1.877223975,30.8,21.2,61.5658363,12.95373665,1.637010676,18.4341637,11.03202847,3.629893238,1.1,30.4919,0.919811321,2.972403018,27.77513856,Ken,Outer,541592.1149,175297.6876
196,Greenwich   Glyndon,00ALGX,E05000221,18171,4154,12733,1284,22.86060206,70.07319355,7.066204392,32.2,31.0,1.7,10235.29412,55.0,42.2,13.8,91.03448276,73.19,77.39,119.8,0.572164211,8069,60.0729601,3100,0.271217391,62.60869565,181398.4337,83,6881,3.4,8.9,36.2,51.5,30.4,41.4,24.7,0.830994442,0.484288151,41.69907269,60.14059228,0.074783129,20,90,5.701754386,7.763157895,10.48925269,18.28937548,47.22536806,36.2400906,8.675663651,49.22711058,73.0,100.0,319.9277778,1.808064516,21.4,28.6,65.64841499,22.07492795,2.824207493,14.98559078,9.740634006,2.997118156,1.6,32.5553,0.611300608,3.763664245,28.08149058,Ken,Outer,544599.2711,178557.3281
197,Greenwich   Greenwich West,00ALGY,E05000222,16527,2881,12374,1272,17.43208084,74.87142252,7.696496642,32.8,31.0,2.8,5857.142857,33.3,34.8,9.7,64.30107527,75.63,82.07,147.0,1.422424098,8633,66.28023033,8300,0.707234043,46.38297872,359055.1793,474,7359,2.0,4.9,21.3,71.7,32.0,35.7,28.8,0.96206208,0.532462032,38.37861784,50.13290018,14.97341996, ,35,3.402489627,4.730290456,5.362481283,11.18309619,42.88164666,32.0754717,5.980253879,46.17784711,230.0,100.0,326.55625,1.753577513,12.8,49.9,127.6875,25.5625,4.9375,53.0625,11.6875,12.5625,0.5,49.0006,0.570662906,4.235448185,35.93527376,Ken,Outer,538424.3743,177252.3411
198,Greenwich   Kidbrooke with Hornfair,00ALGZ,E05000223,14300,2906,9691,1703,20.32167832,67.76923077,11.90909091,36.2,34.0,2.4,5625.0,33.6,27.3,7.6,73.21428571,76.19,84.08,114.1,0.435323383,6675,63.19825791,1500,0.164804469,29.60893855,246898.9237,131,5968,4.0,31.0,29.4,35.7,50.1,32.1,15.9,0.342657343,0.433566434,17.4073453,78.76907597,3.924199229,20,35,5.977653631,6.983240223,6.787294025,13.09867409,40.15267176,29.92366412,6.287579454,48.46846847,198.0,100.0,321.7563636,1.781947743,23.7,30.8,72.68656716,15.59701493,2.462686567,19.62686567,9.328358209,5.223880597,1.0,28.185,0.879402165,2.582836044,29.24462114,Ken,Outer,541727.4744,176647.4223
199,Greenwich   Middle Park and Sutcliffe,00ALHA,E05000224,13505,2962,8621,1922,21.93261755,63.83561644,14.23176601,37.2,36.0,3.3,4030.30303,24.0,22.3,5.6,75.29411765,76.83,84.68,120.3,0.524558894,5819,60.32552353,2100,0.263821656,20.38216561,324173.1951,123,5693,8.5,23.0,27.0,41.5,50.4,37.3,10.9,0.185116623,0.392447242,11.45521731,80.02815414,8.639802921,10,50,6.923076923,8.525641026,7.908667225,16.1911298,41.70471842,33.33333333,7.305194805,51.49384886,147.0,100.0,330.462406,1.971235403,25.5,29.6,72.5,18.48484848,2.727272727,20.22727273,9.393939394,3.787878788,1.0,36.9718,0.901334776,2.432655586,34.25788955,Boris,Outer,541020.5584,174456.1533
200,Greenwich   Peninsula,00ALHB,E05000225,14051,2378,10507,1166,16.92406234,74.7775959,8.298341755,34.0,32.0,4.5,3666.666667,30.6,33.0,10.4,68.20512821,74.62,85.12,150.7,1.422358058,7915,71.03114063,11200,1.080576923,42.78846154,371423.19,200,6436,1.7,5.8,40.1,52.3,36.8,30.6,30.0,0.626289944,0.498185183,25.42016807,74.062702,3.716871364,10,30,3.441295547,4.129554656,4.074201492,7.460081832,35.89211618,28.42323651,4.557899823,51.29411765,277.0,100.0,326.4314286,1.789532872,15.0,49.5,167.4468085,31.27659574,5.106382979,89.43262411,10.92198582,5.390070922,0.9,33.6657,0.615719117,3.94324309,35.16972732,Ken,Outer,539753.0984,178872.3605
201,Greenwich   Plumstead,00ALHC,E05000226,16736,3909,11388,1439,23.35683556,68.04493308,8.598231358,33.3,32.0,2.4,6104.166667,55.4,41.7,14.6,106.5625,74.02,83.33,138.3,1.133255178,7362,60.30965839,2000,0.221428571,84.06593407,174410.9537,108,6047,5.4,15.1,51.9,27.7,47.4,27.3,23.3,0.292782027,0.400334608,29.03652289,71.31052719,0.033052388,25,45,5.359116022,7.071823204,10.97566818,26.89333063,39.63636364,29.81818182,8.058483509,47.36070381,170.0,100.0,328.2,1.703123663,21.6,25.2,98.07560137,27.76632302,3.711340206,23.91752577,13.5395189,8.384879725,1.0,41.0178,0.748724923,3.436978645,31.12649325,Ken,Outer,545827.0695,178164.3792
202,Greenwich   Shooters Hill,00ALHD,E05000227,13433,2787,8978,1668,20.74741309,66.83540535,12.41718157,37.3,37.0,3.8,3513.157895,33.5,23.8,5.2,87.2,78.02,86.25,104.9,0.438276114,6396,64.54086781,2300,0.263370787,17.97752809,229377.089,146,5487,5.5,27.4,42.9,24.2,64.3,19.5,14.4,0.297774138,0.38710638,18.1550359,79.39605966,2.540968514,20,30,4.157303371,4.269662921,5.877263641,18.91344458,33.16326531,20.91836735,5.09207065,41.06382979,320.0,88.88888889,358.2228571,1.276884422,19.4,31.3,51.09433962,12.60377358,2.113207547,14.79245283,8.150943396,2.339622642,0.9,57.1203,0.995490417,2.395665457,37.38250181,Ken,Outer,544224.1763,176759.7264
203,Greenwich   Thamesmead Moorings,00ALHE,E05000228,19730,5652,13146,932,28.64673087,66.62949823,4.723770907,29.6,30.0,4.8,3812.5,57.6,41.8,12.1,122.5316456,74.26,77.46,118.7,0.576527111,8345,60.98363052,4900,0.424675325,48.05194805,169033.411,73,7034,5.6,14.6,34.0,45.8,32.7,38.0,25.3,1.150532184,0.253421186,33.08792298,66.92623531,0.240690925,70,140,4.425531915,7.617021277,9.281193356,18.99618481,47.93103448,34.22413793,11.03924105,49.91197183,180.0,100.0,336.5589109,1.58740458,18.7,32.4,94.49438202,24.21348315,2.696629213,28.14606742,13.48314607,4.325842697,1.4,55.509,0.728187437,2.56460172,25.74267069,Ken,Outer,545947.8063,180180.2012
204,Greenwich   Woolwich Common,00ALHF,E05000229,17499,4709,11764,1026,26.91010915,67.22669867,5.863192182,30.2,29.0,2.6,6307.692308,57.6,41.8,13.6,100.5333333,73.88,85.45,188.9,1.468624833,7198,58.23624595,6700,0.658817734,66.99507389,184692.5676,74,6696,3.3,7.6,27.0,62.2,21.9,50.0,24.7,0.817189554,0.388593634,58.62760216,43.77794911,0.33924441,15,100,6.875,9.567307692,13.38746596,20.3537998,51.56903766,39.64435146,10.17615602,49.77973568,22.0,100.0,321.5480198,1.72322729,21.8,26.7,105.2664577,31.34796238,4.200626959,26.5830721,13.79310345,11.78683386,1.1,39.3544,0.562912866,4.16511571,27.10238679,Ken,Outer,543220.1806,177783.9288
205,Greenwich   Woolwich Riverside,00ALHG,E05000230,19120,4518,13412,1190,23.62970711,70.14644351,6.223849372,31.2,30.0,3.2,5968.75,49.0,39.4,13.3,84.375,73.8,80.2,170.4,1.233939702,8774,62.412861,10600,0.877510373,54.77178423,228792.851,255,8361,1.4,4.8,16.0,77.7,19.0,50.0,25.2,1.919456067,0.523012552,58.39103613,45.03336271,0.214024928,25,145,6.166007905,8.339920949,10.41965946,16.53140486,52.99145299,40.27777778,9.786345776,52.59042033,33.0,100.0,311.641358,2.275459847,19.9,35.2,137.4175824,36.48351648,3.956043956,51.92307692,16.48351648,7.857142857,0.7,34.9285,0.523330059,4.330323237,28.84182909,Ken,Outer,542593.7439,178930.3063
206,Hackney   Brownswood,00AMGA,E05000231,11091,1601,8800,690,14.43512758,79.34361194,6.221260481,33.2,31.0,0.8,16375.0,38.2,42.7,18.6,41.01265823,77.86,83.88,124.2,0.503330866,6401,69.61392061,1300,0.130412371,53.60824742,319235.7452,310,5203,1.3,4.0,7.4,87.2,26.1,32.0,38.5,0.97376251,0.568028131,26.03624245,67.38179546,6.894397001, ,35,4.129353234,4.825870647,6.005110418,8.666759064,41.28878282,35.08353222,5.284719377,54.72222222,71.0,100.0,328.3723404,1.231339978,14.1,51.7,79.13385827,16.61417323,5.039370079,27.63779528,6.377952756,5.984251969,0.5,28.244,0.415198689,5.725278544,35.44554455,Ken,Inner,532112.461,186974.836
207,Hackney   Cazenove,00AMGB,E05000232,13392,3800,8864,728,28.37514934,66.18876941,5.436081243,29.2,28.0,0.7,16785.71429,43.3,36.4,16.4,116.6101695,74.44,86.71,68.7,0.512214342,5822,62.6223513,1600,0.220402685,39.59731544,369658.3333,78,4860,2.0,4.7,15.8,77.7,25.7,33.8,37.2,0.701911589,0.485364397,34.2037117,54.20802762,12.1277514, ,45,5.0,6.733333333,9.870713123,13.17781917,21.64179104,20.68230277,7.160909857,49.17257683,110.0,100.0,326.5193182,1.028947368,23.5,35.6,63.17596567,16.56652361,2.575107296,24.46351931,4.721030043,4.034334764,0.4,12.8219,0.435551811,4.835085037,33.94957983,Ken,Inner,534085.8333,187008.5333
208,Hackney   Chatham,00AMGC,E05000233,13232,2905,9412,915,21.95435308,71.1305925,6.915054414,32.1,30.0,0.9,14111.11111,54.4,41.3,14.4,63.1884058,72.52,81.41,188.2,1.058692422,5996,60.35836521,6500,0.757093023,47.09302326,318119.1111,90,5732,1.6,2.8,14.2,81.5,20.3,51.0,24.6,1.269649335,0.506348247,50.81256771,49.15131817,0.848681835,15,85,6.300578035,9.826589595,14.0728954,21.65204664,55.09601182,42.3929099,9.653818701,55.10752688,13.0,100.0,323.3723577,1.055071633,21.1,37.6,134.2629482,38.0876494,6.533864542,50.43824701,13.46613546,10.51792829,1.7,20.4732,0.357958601,5.696773499,31.75694254,Ken,Inner,535439.1296,185077.8861
209,Hackney   Clissold,00AMGD,E05000234,12212,2285,9118,809,18.71110383,74.66426466,6.62463151,33.6,32.0,0.7,16428.57143,34.7,32.0,10.6,60.85714286,77.1,83.5,106.4,0.510297066,6765,70.73400251,1900,0.226162791,26.74418605,494483.0755,106,5316,1.4,2.8,23.4,72.4,37.0,34.0,25.7,0.933508025,0.401244677,26.52525253,69.29292929,7.434343434, ,35,5.0,5.804597701,5.558015154,15.18452779,32.94797688,26.20423892,5.527540729,45.77006508,160.0,100.0,345.9009901,0.77449923,14.3,53.5,82.53275109,16.76855895,2.096069869,39.47598253,6.899563319,4.716157205,0.0,12.3119,0.47265322,3.648339897,38.37554832,Ken,Inner,532937.9229,185933.2203
210,Hackney   Dalston,00AMGE,E05000235,14727,2424,11394,909,16.45956407,77.36809941,6.172336525,32.8,30.0,0.9,14611.11111,44.5,40.8,14.0,57.18309859,80.9,79.78,146.1,1.479157329,8119,68.21542598,4500,0.466701571,47.12041885,376096.0213,188,6608,1.8,4.0,14.9,79.2,23.1,38.9,34.0,1.01853738,0.692605419,35.85274475,64.40788402,2.801759244, ,80,5.440414508,7.098445596,12.03466255,14.38346415,50.87719298,40.52631579,6.419023935,50.0,21.0,100.0,339.8983193,1.177710027,15.9,48.6,197.992278,35.44401544,8.416988417,107.953668,11.66023166,16.29343629,0.3,17.0978,0.358253031,5.395667337,31.55760784,Ken,Inner,533834.7646,185049.5978
211,Hackney   De Beauvoir,00AMGF,E05000236,13643,2197,10491,955,16.1034963,76.896577,6.999926702,33.2,31.0,0.9,14555.55556,39.9,37.8,11.7,53.73134328,77.72,81.46,108.0,0.581878637,7556,68.55380149,3300,0.358594595,45.94594595,425301.975,200,6138,1.0,5.8,11.2,81.9,23.9,39.9,29.8,2.286887048,0.549732464,35.21080369,52.38801054,12.58234519, ,35,4.842105263,6.315789474,9.354696113,17.86896076,50.57692308,39.03846154,6.445215667,54.95495495,68.0,100.0,333.2168675,1.300588235,15.6,49.8,100.9375,17.8125,5.390625,48.046875,7.734375,7.734375,0.7,14.2139,0.418277971,4.545847908,32.9546873,Ken,Inner,533177.1493,184046.634
212,Hackney   Hackney Central,00AMGG,E05000237,12548,2208,9374,966,17.59642971,74.70513229,7.698437998,33.7,31.0,0.8,14812.5,52.7,40.5,12.8,68.70967742,75.04,80.29,164.8,0.980936517,6317,63.71154816,6500,0.749770115,38.50574713,355418.2203,118,5618,1.6,3.7,11.7,83.0,19.7,50.7,27.0,0.645521199,0.486133248,41.50661943,57.39325005,1.920566847,10,50,5.714285714,7.885714286,11.0020442,19.07840176,53.75494071,42.29249012,7.585703866,52.13114754,23.0,100.0,340.7444444,1.13516129,18.4,42.0,136.7659574,25.87234043,4.340425532,53.87234043,10.04255319,29.44680851,0.2,14.0877,0.340627279,6.641909873,38.19425445,Ken,Inner,534583.191,185033.9363
213,Hackney   Hackney Downs,00AMGH,E05000238,12921,2440,9546,935,18.88398731,73.87973067,7.236282022,33.1,31.0,1.0,11350.0,51.7,39.5,15.5,67.42857143,74.9,83.27,121.8,0.816478011,6282,62.14879304,1400,0.16939759,38.55421687,354641.32,125,5641,2.1,3.4,14.8,79.6,24.4,43.1,29.3,0.944199365,0.41018497,34.17409444,63.77773563,2.73089323,10,60,6.369047619,8.095238095,11.58949689,17.58743513,48.90387858,39.12310287,7.485745816,52.76816609,20.0,100.0,332.4256198,1.433153275,19.3,42.2,90.84444444,19.82222222,7.111111111,32.62222222,7.466666667,8.0,0.5,33.8347,0.424130955,5.25923768,35.59298822,Ken,Inner,534436.6299,186088.6511
214,Hackney   Haggerston,00AMGJ,E05000239,13904,2223,10895,786,15.98820483,78.35874568,5.653049482,31.9,30.0,1.2,11125.0,45.6,45.9,17.4,39.75609756,73.82,84.06,180.1,3.265364323,7410,65.30360448,32600,3.410157068,87.43455497,438584.2649,151,6377,0.9,1.3,4.5,93.3,16.1,44.1,36.2,0.870253165,0.719217491,49.99189496,48.90581942,2.382882153, ,55,5.743589744,7.384615385,10.37600241,15.97944584,53.84615385,46.15384615,7.544757033,54.86577181,10.0,100.0,330.3401786,1.024189902,16.1,45.8,382.0532319,45.17110266,10.03802281,245.4752852,13.00380228,33.84030418,0.9,19.1006,0.322410486,5.07711518,28.09178118,Ken,Inner,533591.4628,183025.4501
215,Hackney   Hoxton,00AMGK,E05000240,15174,2407,11821,946,15.86265981,77.90299196,6.234348227,32.2,29.0,0.8,18625.0,46.5,44.8,16.6,47.71084337,77.94,84.0,132.3,1.428773518,7496,60.9084261,13900,1.278899083,65.59633028,397045.9551,156,6868,0.5,0.7,2.8,95.8,16.6,54.3,24.6,1.403716884,0.56675893,50.70713023,44.65232764,5.156157926, ,50,6.409090909,8.090909091,9.386962249,19.57278085,56.93430657,46.35036496,7.8865751,51.15332429,8.0,100.0,308.107619,1.409252669,17.7,41.7,103.7837838,20.2027027,5.540540541,38.64864865,9.864864865,10.06756757,0.1,27.6119,0.307487816,5.518101232,27.13648324,Ken,Inner,532721.9911,183092.8656
216,Hackney   King's Park,00AMGL,E05000241,11098,2836,7238,1024,25.5541539,65.21895837,9.226887728,32.8,31.0,1.8,6472.222222,62.0,43.3,13.4,66.20689655,77.2,85.68,108.4,0.338294993,4242,53.86666667,800,0.113378378,41.89189189,287910.9769,173,4290,3.9,5.6,26.5,63.9,24.4,57.9,15.8,0.180212651,0.558659218,45.77382346,54.20276282,0.046827441, ,55,6.6,9.533333333,13.62450375,21.96747677,56.22119816,45.62211982,11.67693036,53.62537764,42.0,100.0,332.6738806,1.096106195,24.6,30.6,61.91304348,17.73913043,2.608695652,21.2173913,7.043478261,5.217391304,0.5,67.6865,0.464708669,3.09076255,36.04782679,Ken,Inner,536442.5816,185933.4453
217,Hackney   Leabridge,00AMGM,E05000242,14039,2961,10094,984,21.09124582,71.89970796,7.009046228,32.5,31.0,1.1,12045.45455,52.7,40.7,17.3,71.89189189,73.73,78.11,110.9,0.703764321,6699,62.86599099,1600,0.173076923,45.05494505,340441.1339,127,5688,2.8,5.0,25.6,66.6,30.0,32.0,35.0,0.812023648,0.377519766,25.26518804,75.19768563,2.352941176,15,60,5.300546448,7.650273224,11.42174412,18.58428763,43.87291982,38.88048411,7.660268019,51.0708402,80.0,100.0,319.8576923,1.1570625,18.5,41.5,84.41064639,18.17490494,4.486692015,32.09125475,9.809885932,6.844106464,0.2,22.9841,0.481166244,4.217276605,34.52023988,Ken,Inner,535224.4334,186281.8349
218,Hackney   Lordship,00AMGN,E05000243,12280,3371,7874,1035,27.45114007,64.12052117,8.428338762,31.4,29.0,1.2,10416.66667,30.5,31.4,13.1,111.5789474,75.06,84.77,86.6,0.390946502,5222,62.51646115,2100,0.276423841,29.13907285,375475.1429,70,4696,1.6,6.6,15.9,75.8,28.8,37.0,31.5,0.602605863,0.390879479,27.8583993,61.89533861,11.71943712, ,30,5.294117647,6.209150327,7.08814541,14.65922054,20.07528231,23.21204517,5.877231171,44.06332454,101.0,100.0,331.9628788,1.04977221,24.2,40.4,61.94331984,11.41700405,2.267206478,30.28340081,4.534412955,3.643724696,0.5,33.5712,0.468437092,3.689706954,38.003164,Ken,Inner,532995.1143,186881.0995
219,Hackney   New River,00AMGP,E05000244,12551,3625,7962,964,28.88216078,63.43717632,7.680662895,30.4,28.0,1.0,13100.0,39.3,40.2,19.4,128.2142857,79.87,82.82,109.7,0.859270575,4725,55.75221239,3200,0.423006536,68.62745098,316858.6111,36,4809,2.5,4.5,12.7,80.3,19.8,44.5,32.4,0.764879292,0.446179587,44.25287356,46.68435013,10.10167993,10,35,5.660377358,7.295597484,8.462795952,11.16982247,22.73781903,21.80974478,7.707553402,53.20665083,31.0,100.0,324.2222222,1.242827443,29.0,26.6,75.17786561,16.83794466,4.980237154,30.19762846,6.086956522,5.138339921,0.7,27.9832,0.408720546,5.033795395,31.51515152,Ken,Inner,533091.0517,187731.0911
