,lat,lon,name,projected_lon,projected_lat,centroid_distance,travel_time
306,51.49679128,-0.093913472,"Dickens Square, Borough",29019.359978,24709.9581515,2004.61628967,8.43333333333
307,51.51004801,-0.138846453,"Sackville Street, Mayfair",25861.8440073,26104.4007699,1553.86117832,10.2
308,51.52702563,-0.088542771,"Baldwin Street, St. Luke's",29304.4227405,28083.07888,3729.2563319,16.8333333333
309,51.49357351,-0.139956043,"Queen Mother Sports Centre, Victoria",25831.3996871,24269.7411741,1483.46946198,7.21666666667
310,51.49785559,-0.081608045,"Bermondsey Street, Bermondsey",29870.705034,24850.6810883,2827.69416111,12.0666666667
311,51.526293,-0.073955,"Palissy Street, Shoreditch",30318.8237677,28028.1275407,4379.09923665,20.6
312,51.523196,-0.083067,"Clifton Street, Shoreditch",29695.5533254,27666.9965183,3676.6990119,19.85
313,51.49652013,-0.101384068,"Ontario Street, Elephant & Castle",28501.4080951,24666.3109557,1512.74451339,6.68333333333
314,51.50908747,-0.129697889,"St. Martin's Street, West End",26499.6408127,26013.737883,1061.70152935,5.31666666667
315,51.53266186,-0.099981142,"Graham Street, Angel",28494.420113,28689.4027824,3859.211413,22.05
316,51.53114,-0.086016,"New North Road 1, Hoxton",29467.7821354,28545.3637496,4199.13165886,17.9333333333
317,51.53095,-0.085603,"New North Road 2, Hoxton",29496.9910564,28524.9771477,4199.38262019,18.05
318,51.53589283,-0.160854428,"Prince Albert Road, Regent's Park",24261.8399306,28940.8908095,4741.93658459,21.65
319,51.51641749,-0.179135079,"Eastbourne Mews, Paddington",23047.4880603,26742.6145923,4327.60274964,18.9
320,51.52085887,-0.089887855,"Bunhill Row, Moorgate",29228.9974199,27394.6236492,3154.72326573,16.9666666667
321,51.49334336,-0.194757949,"Nevern Place, Earl's Court",22026.4594384,24148.851995,5119.15467175,18.1833333333
322,51.50860544,-0.193764092,"Palace Gardens Terrace, Notting Hill",22053.5730171,25848.3917143,5055.63612956,20.5
323,51.505044,-0.115851,"Concert Hall Approach 1, South Bank",27472.4504634,25588.5832171,636.126767721,4.0
324,51.51196803,-0.120718759,"Tavistock Street, Covent Garden",27114.7275,26350.1541965,1242.84469963,8.51666666667
325,51.504942,-0.115533,"Concert Hall Approach 2, South Bank",27494.8196277,25577.8047465,643.128772654,4.0
326,51.51108452,-0.197524944,"Pembridge Villas, Notting Hill",21785.702668,26117.7412295,5364.84571705,20.1333333333
327,51.51175646,-0.119643424,"Wellington Street , Strand",27189.9755486,26328.5357703,1227.24707179,7.45
328,51.5333196,-0.111781191,"Risinghill Street, Angel",27673.8165684,28741.3738812,3684.98163682,19.75
329,51.51444134,-0.087587447,"Bank of England Museum, Bank",29407.3062539,26684.8809884,2831.67843838,15.5333333333
330,51.50810309,-0.12602103,"Craven Street, Strand",26757.6867944,25910.7610126,855.276503633,7.95
331,51.53692216,-0.150181444,"London Zoo Car Park, Regent's Park",24999.4129008,29074.0701836,4466.36255756,19.9
332,51.528246,-0.10102611,"Goswell Road (City Uni), Finsbury",28434.6698517,28196.279343,3381.83626175,15.0666666667
333,51.48802358,-0.166878535,"Flood Street, Chelsea",23977.3048235,23605.1723791,3425.17314405,12.4
334,51.50013942,-0.113936001,"Lower Marsh, Waterloo",27619.4596337,25046.401074,568.079801635,3.16666666667
335,51.51217033,-0.150481272,"Grosvenor Square, Mayfair",25048.2214681,26320.0205229,2343.83696323,14.5166666667
336,51.51196,-0.142783033,"St. George Street, Mayfair",25583.1798331,26310.1570029,1899.7551809,9.43333333333
337,51.5017154374,-0.179854184389,"Queen's Gate, Kensington Gardens",23038.2573897,25105.8370107,4016.55588597,15.95
338,51.529423,-0.097122,"Macclesfield Rd, St Lukes",28702.1662489,28334.2534975,3621.8253453,16.8166666667
339,51.486965,-0.116625,"Vauxhall Street, Vauxhall",27470.4699049,23576.0145232,1588.10052406,7.93333333333
340,51.49459148,-0.134234258,"Greycoat Street , Westminster",26225.8454609,24393.0977749,1095.14861416,5.06666666667
341,51.506767,-0.123702,"Northumberland Avenue, Strand",26922.4845178,25766.2534797,670.682842272,4.88333333333
342,51.486575,-0.117286,"Oval Way, Lambeth",27425.6780787,23531.4483181,1620.31984707,8.5
343,51.494412,-0.173881,"South Kensington Station, South Kensington",23473.2476633,24303.6963592,3670.92949002,14.2166666667
344,51.520994,-0.139016,"Howland Street, Fitzrovia",25819.1041843,27321.7874378,2534.65755969,12.1833333333
345,51.51643491,-0.124332175,"High Holborn , Covent Garden",26851.1679645,26840.6353649,1743.81253903,11.0
346,51.49782999,-0.135440826,"Butler Place, Westminster",26132.8826835,24751.2292639,988.82677261,3.3
347,51.49675303,-0.138733562,"Howick Place, Westminster",25907.2964407,24625.6036447,1245.08121935,4.65
348,51.50391972,-0.11342628,"Waterloo Station 2, Waterloo",27644.0095119,25467.8502627,690.002312447,4.6
349,51.536264,-0.133952,"Royal College Street, Camden Town",26127.2173236,29029.4513752,4028.9323592,20.65
350,51.5291212009,-0.171185284853,"Lord's, St. John's Wood",23563.9389804,28169.6066661,4642.73752037,21.5833333333
351,51.519656,-0.132339,"Alfred Place, Bloomsbury",26286.2898303,27184.7494464,2213.68053407,11.6166666667
352,51.530344,-0.100168,"City Road, Angel",28488.1520565,28431.2165232,3618.45501915,16.7166666667
353,51.5109192966,-0.151126384735,"Millennium Hotel, Mayfair",25006.9580871,26179.7176154,2310.98862861,12.1666666667
354,51.5173721,-0.1642075,"Harrowby Street, Marylebone",24080.9113724,26874.699732,3458.70621002,15.6666666667
355,51.50024195,-0.15934065,"Harriet Street, Knightsbridge",24466.6339861,24977.5406157,2591.50219834,10.9
356,51.520205,-0.174593,"Paddington Green, Paddington",23352.2314016,27171.8130398,4238.55105657,19.45
357,51.49775,-0.10988,"King Edward Walk, Waterloo",27907.9401669,24787.8572711,911.483602674,5.15
358,51.515208,-0.117863,"Sardinia Street, Holborn",27303.6858388,26715.6783326,1626.08184113,9.13333333333
359,51.49980661,-0.176415994,"Prince Consort Road, Knightsbridge",23282.2621912,24899.4316471,3778.35278439,14.25
360,51.50402793,-0.11386435,"Waterloo Station 1, Waterloo",27613.2857559,25479.10406,670.113021345,4.88333333333
361,51.50194596,-0.194392952,"Kensington Town Hall, Kensington",22028.1963896,25106.4769369,5026.61634243,17.8833333333
362,51.49188409,-0.125674815,"Millbank House, Pimlico",26827.9297863,24107.1022515,1027.0262629,8.05
363,51.50535447,-0.113656543,"Waterloo Bridge, South Bank",27623.9090759,25627.0460599,769.738484868,9.31666666667
364,51.49559291,-0.179077626,"Natural History Museum, South Kensington",23109.1197445,24426.0763646,4004.31499408,16.3333333333
365,51.51431171,-0.200838199,"Turquoise Island, Notting Hill",21546.8827265,26471.0924178,5673.90974146,23.4
366,51.50686435,-0.150666888,"Stanhope Gate, Mayfair",25050.2544885,25729.4311207,2098.44968974,11.15
367,51.51953043,-0.13577731,"Charlotte Street, Fitzrovia",26048.018913,27164.6947008,2289.21879646,11.95
368,51.50935171,-0.14744969,"Farm Street, Mayfair",25266.5936048,26011.7864528,2003.29539422,10.9166666667
369,51.51310333,-0.13121385,"Frith Street, Soho",26382.9958663,26457.7926181,1507.06368244,9.06666666667
370,51.496481,-0.192404,"Marloes Road, Kensington",22181.3041955,24501.9341112,4911.14156377,17.5666666667
371,51.51352755,-0.130110822,"Moor Street, Soho",26458.3535888,26506.9408643,1520.0946978,8.06666666667
372,51.49369988,-0.121394101,"Fire Brigade Pier, Vauxhall",27120.0172855,24316.7197406,794.714304076,5.18333333333
373,51.51070161,-0.121723604,"Southampton Street, Strand",27048.593529,26207.4808815,1098.74393956,9.51666666667
374,51.51013066,-0.155757901,"Upper Grosvenor Street, Mayfair",24687.6686838,26083.8726308,2560.1218316,13.35
375,51.521776,-0.068856,"Buxton Street 1, Shoreditch",30685.9160103,27534.9658578,4367.08325104,21.4333333333
376,51.51066202,-0.142345694,"Clifford Street, Mayfair",25617.2030355,26166.5339232,1784.82978981,9.16666666667
377,51.49942855,-0.179702476,"Imperial College, Knightsbridge",23055.1181316,24851.6936163,4007.94624315,15.4833333333
378,51.51733427,-0.103604248,"Snow Hill, Farringdon",28287.2398118,26977.768203,2238.76971791,10.4833333333
379,51.524826,-0.176268,"Aberdeen Place, St. John's Wood",23223.1692432,27682.9799529,4616.07239396,18.9666666667
380,51.492462,-0.159919,"Cadogan Gardens, Sloane Square",24448.2371463,24111.0510167,2790.99371462,10.9333333333
381,51.51809,-0.163609,"Shouldham Street, Marylebone",24120.4465041,26955.6051442,3467.18319164,17.6833333333
382,51.51348,-0.17977,"Devonshire Terrace, Bayswater",23011.5487818,26414.7355725,4248.94877052,17.4
383,51.502319,-0.200742,"Holland Park, Kensington",21586.3626586,25137.1194537,5468.52312154,18.3833333333
384,51.52261762,-0.071653961,"Brick Lane Market, Shoreditch",30489.2738081,27623.4694511,4256.67916449,20.5666666667
385,51.517703,-0.154106,"George Street, Marylebone",24781.0880078,26929.1498652,2912.67246938,14.6833333333
386,51.528187,-0.075375,"Columbia Road, Weavers",30214.7444021,28236.2308297,4445.92840252,19.3166666667
387,51.52289229,-0.171681991,"Penfold Street, Marylebone",23546.790401,27475.8063932,4231.92054851,19.05
388,51.51689296,-0.158249929,"George Place Mews, Marylebone",24495.7446892,26831.7890023,3085.07282958,14.9333333333
389,51.50204238,-0.184400221,"Palace Gate, Kensington Gardens",22721.7234391,25134.3677405,4333.16447698,15.0
390,51.49418566,-0.18267094,"Gloucester Road Station, South Kensington",22863.4893568,24263.3249384,4275.73835986,15.4666666667
391,51.512303,-0.159988,"Speakers' Corner 2, Hyde Park",24387.950924,26318.1428219,2928.27067849,13.4666666667
392,51.51222,-0.160785,"Speakers' Corner 1, Hyde Park",24332.8602207,26307.5186341,2974.23234085,12.65
393,51.51994326,-0.170704337,"Paddington Green Police Station, Paddington",23622.8398706,27149.4360381,3992.845496,19.0166666667
394,51.493146,-0.099828,"Strata, Southwark",28619.2021802,24293.7632683,1763.95202137,8.55
395,51.519968,-0.169774,"Edgware Road Station, Paddington",23687.3385014,27153.8029742,3939.80993386,18.3666666667
396,51.49337264,-0.09968067,"Walworth Road, Southwark",28628.7785186,24319.2412309,1760.88079875,8.18333333333
397,51.488105,-0.110121,"Cleaver Street, Kennington",27918.9107306,23714.4753763,1640.32942737,7.85
398,51.485821,-0.149004,"Chelsea Bridge, Pimlico",25224.8994478,23391.3875058,2509.56774583,11.3833333333
399,51.504043,-0.105312,"Southwark Station 1, Southwark",28206.997083,25496.1184724,1215.55780757,7.8
400,51.504044,-0.104778,"Southwark Station 2, Southwark",28244.0676071,25497.1897059,1251.08363543,8.1
401,51.49456127,-0.15393398,"Eaton Square (South), Belgravia",24857.9702405,24355.0495537,2322.53866979,8.18333333333
402,51.490491,-0.149186,"Ebury Bridge, Pimlico",25199.1229075,23910.5802383,2208.89213592,9.9
403,51.533379,-0.139159,"Harrington Square 2, Camden Town",25774.1350086,28699.3060901,3812.1115593,15.5833333333
404,51.493072,-0.129925,"Vincent Street, Pimlico",26529.4012339,24231.7009699,1022.38919476,6.33333333333
405,51.51397065,-0.09294031,"Cheapside, Bank",29037.1292796,26622.8221244,2494.39002349,13.2833333333
406,51.499917,-0.174554,"Exhibition Road, South Kensington",23411.2395652,24914.9349916,3648.72411663,13.85
407,51.48902,-0.17524,"South Parade, Chelsea",23393.8311235,23701.5094647,3922.13223429,16.9
408,51.534474,-0.122203,"Crinan Street, King's Cross",26947.4400042,28851.1820615,3743.96748681,23.7333333333
409,51.496957,-0.173894,"Exhibition Road Museums, Knightsbridge",23465.2811374,24586.7925908,3627.28240442,15.2666666667
410,51.524564,-0.116279,"Wren Street, Holborn",27386.8327536,27759.3129227,2671.27261343,14.1833333333
411,51.488852,-0.105593,"Kennington Station, Kennington",28231.23014,23805.703732,1755.53426089,10.0333333333
412,51.51824,-0.11655,"Red Lion Street, Holborn",27386.1373872,27055.3171366,1974.55876339,12.9333333333
413,51.488124,-0.120903,"Vauxhall Walk, Vauxhall",27170.0445981,23697.3105171,1416.1400823,6.81666666667
414,51.5338,-0.118677,"Killick Street, Kings Cross",27194.0011812,28782.4886977,3676.36997956,22.2666666667
415,51.483145,-0.113134,"Kennington Oval, Oval",27723.8804645,23157.3063988,2062.95956587,9.43333333333
416,51.495656,-0.114605,"Sail Street, Vauxhall",27585.858382,24546.4493328,773.432076461,4.86666666667
417,51.510101,-0.211358,"Walmer Road, Notting Hill",20828.1413989,25984.7668938,6287.99070513,22.7666666667
418,51.515256,-0.058641,"Philpot Street, Whitechapel",31414.0672221,26828.4176844,4686.1866733,20.7166666667
419,51.52568,-0.055312,"Bethnal Green Gardens, Bethnal Green",31614.3048098,27994.1591319,5395.78839181,22.4
420,51.52388,-0.065076,"Cheshire Street, Bethnal Green",30942.0521684,27775.9542829,4714.29622677,22.5166666667
421,51.528936,-0.055894,"York Hall, Bethnal Green",31564.2926404,28355.2959709,5556.56773177,23.6333333333
422,51.493381,-0.007542,"Jubilee Crescent, Cubitt Town",35027.0106688,24490.3246625,7996.14930346,35.1166666667
424,51.511088,-0.057159,"Shadwell Station, Shadwell",31529.2418541,26367.4842007,4648.10939453,23.1
425,51.515975,-0.053177,"Jubilee Street, Stepney",31791.1862282,26918.4786377,5070.33924815,22.6166666667
426,51.504719,-0.063531,"Hermitage Court, Wapping",31105.6808236,25647.2481206,4086.50361702,20.3166666667
427,51.505697,-0.070542,"St Katharines Way, Tower",30616.0772214,25743.1877671,3617.33520119,20.1666666667
428,51.508447,-0.055167,"Garnet Street, Shadwell",31675.3245295,26077.3630843,4720.94657358,20.9666666667
429,51.487679,-0.021582,"Napier Avenue, Millwall",34069.2014442,23829.5699559,7130.07499581,34.8
430,51.49447,-0.014409,"East Ferry Road, Cubitt Town",34546.8713361,24598.5087249,7509.41413497,34.2
431,51.538071,-0.144664,"Parkway, Camden Town",25378.9506435,29211.5677432,4431.88314232,19.0333333333
432,51.542138,-0.145393,"Castlehaven Road, Camden Town",25316.9050763,29662.7204592,4874.31295836,18.9666666667
433,51.504749,-0.057544,"Wapping Lane, Wapping",31521.236231,25661.6013158,4500.50919767,21.7
434,51.535179,-0.03338,"Gun Makers Lane, Old Ford",33107.8099551,29091.5469403,7245.78614987,28.65
435,51.516196,-0.029138,"Burdett Road, Mile End",33459.0016885,26987.7325703,6674.14423252,28.65
436,51.516,-0.038775,"Aston Street, Stepney",32790.7136342,26947.9555871,6023.55589077,25.8333333333
437,51.541603,-0.138853,"Bonny Street, Camden Town",25772.0877187,29614.7276568,4684.99475581,19.7666666667
438,51.534776,-0.071881,"Thurtle Road, Haggerston",30437.8690226,28975.6033561,5137.85880689,21.8333333333
439,51.51417,-0.052099,"St. Mary and St. Michael Church, Stepney",31871.3528578,26719.6752018,5078.79209376,21.2833333333
440,51.53558,-0.08249,"Pitfield Street (North),Hoxton",29699.4842338,29045.6960033,4742.7627143,21.6
441,51.534464,-0.076341,"Whiston Road, Haggerston",30129.3522458,28932.748291,4906.70200834,21.0166666667
442,51.523538,-0.030556,"Southern Grove, Bow",33338.5970606,27801.8316856,6836.56466968,29.7833333333
443,51.521564,-0.022694,"Cantrell Road, Bow",33890.1193611,27596.9539774,7274.10202062,33.5833333333
444,51.513757,-0.020467,"Lindfield Street, Poplar",34068.1671929,26732.6573987,7198.9032862,30.0166666667
445,51.530535,-0.025492,"Mostyn Grove, Bow",33669.0069581,28589.674714,7474.24761038,30.7833333333
446,51.533283,-0.028155,"Hewison Street, Old Ford",33475.9947069,28890.3880951,7452.00220904,30.8666666667
447,51.529452,-0.027616,"Malmesbury Road, Bow",33524.8819791,28465.2221643,7288.87355142,28.9
448,51.496137,-0.019355,"Millharbour, Millwall",34198.4044937,24774.6443532,7151.40127851,33.4166666667
449,51.498125,-0.011457,"Castalia Square, Cubitt Town",34740.8093102,25010.6663884,7686.62296571,33.9666666667
450,51.499041,-0.020157,"Lightermans Road, Millwall",34133.9765735,25096.1869243,7079.17551312,32.0833333333
451,51.489096,-0.009205,"Stebondale Street, Cubitt Town",34924.4956019,24010.5075179,7945.94633229,34.35
452,51.49109,-0.018716,"Spindrift Avenue, Millwall",34257.9735761,24214.4028912,7258.47080673,34.8666666667
453,51.521889,-0.04667,"Stepney Green Station, Stepney",32225.2543303,27588.410747,5734.29739024,22.6333333333
454,51.527152,-0.058005,"Pott Street, Bethnal Green",31423.0839097,28152.9461129,5324.36849957,26.4333333333
455,51.5128711,-0.0389866,"Flamborough Street, Limehouse",32785.3558977,26599.4922624,5921.26927634,24.5166666667
456,51.487129,-0.009001,"Saunders Ness Road, Cubitt Town",34944.6150547,23792.0787443,7998.91392532,33.1333333333
457,51.509843,-0.02377,"Thornfield House, Poplar",33850.6646599,26291.0541345,6897.930325,29.5166666667
458,51.51328,-0.047784,"Albert Gardens, Stepney",32173.4983638,26628.6506669,5339.57227822,22.05
459,51.528828,-0.013258,"Bromley High Street, Bromley",34523.0174573,28422.7657388,8170.48099858,32.1333333333
460,51.531127,-0.048017,"Old Ford Road, Bethnal Green",32104.3541993,28613.5860289,6146.68349629,25.15
461,51.525645,-0.069543,"Granby Street, Shoreditch",30626.882162,27964.1109431,4573.04536226,24.1666666667
462,51.511811,-0.025626,"Canton Street, Poplar",33715.9207445,26506.5027808,6806.17858797,27.8166666667
463,51.506946,-0.058681,"Reardon Street, Wapping",31435.8170018,25903.9088704,4452.58052607,20.8166666667
464,51.513074,-0.064094,"Christian Street, Whitechapel",31042.0054838,26575.6554425,4248.47130281,19.8
465,51.508622,-0.065006,"Pennington Street, Wapping",30991.7987144,26078.7236265,4054.71364167,19.1166666667
466,51.522507,-0.041378,"Queen Marys, Mile End",32590.6688114,27666.9780144,6098.37811121,23.7166666667
467,51.524677,-0.03562,"The Green Bridge, Mile End",32983.7758468,27919.090009,6561.29523657,24.65
469,51.528169,-0.018703,"Bow Church Station, Bow",34147.1889909,28339.2094155,7793.43614948,31.3166666667
470,51.52512,-0.015578,"Devons Road, Bow",34373.228278,28005.9060608,7871.00378533,33.1833333333
471,51.526535,-0.028619,"Coborn Street, Mile End",33464.0320123,28138.8487891,7089.39839145,26.6333333333
472,51.527058,-0.025296,"Bow Road Station, Bow",33693.0475519,28203.2481613,7324.07394443,27.2833333333
473,51.519265,-0.021345,"Furze Green, Bow",33990.6545823,27343.7367278,7287.04704993,30.55
474,51.519806,-0.055731,"Sidney Street, Stepney",31602.5950609,27339.9399264,5065.6210903,22.0833333333
475,51.522561,-0.054883,"Cephas Street, Bethnal Green",31653.2992974,27647.9809482,5252.97574594,21.7833333333
476,51.502635,-0.022702,"South Quay West, Canary Wharf",33946.4679181,25491.2168224,6902.26018872,34.9166666667
477,51.520893,-0.051394,"Cleveland Way, Bethnal Green",31900.368319,27468.8695641,5389.76408319,22.0
478,51.496454,-0.009506,"St John's Park, Cubitt Town",34881.3308028,24828.4624545,7831.53604613,34.2
479,51.520398,-0.026768,"Ackroyd Drive, Bow",33610.8884452,27459.610724,6964.81588545,30.5
480,51.517475,-0.075855,"Bell Lane, Liverpool Street",30212.7784501,27043.7073231,3703.61890681,17.4333333333
481,51.528692,-0.059091,"Clarkson Street, Bethnal Green",31343.1808064,28322.2619634,5358.79978394,23.1666666667
482,51.519362,-0.074431,"Fournier Street, Whitechapel",30306.0867357,27256.2249642,3896.46188527,17.8666666667
483,51.517842,-0.090075,"Fore Street, Guildhall",29224.7704657,27058.6749878,2917.34614959,16.3833333333
485,51.511066,-0.053558,"Sutton Street, Shadwell",31779.2692308,26371.6799275,4890.34504076,22.5
486,51.532091,-0.06142,"Pritchard's Road, Bethnal Green",31171.5559249,28696.0954645,5460.45727664,24.3333333333
487,51.5142228,-0.055656,"Watney Market, Stepney",31624.3054701,26718.9821165,4844.90468904,20.7166666667
488,51.516204,-0.155525,"Portman Square, Marylebone",24686.8052623,26759.9096359,2886.8269921,14.6666666667
489,51.500088,-0.211316,"Russell Gardens, Holland Park",20858.2824033,24870.9342983,6201.0918545,20.8833333333
490,51.5112,-0.014438,"Chrisp Street Market, Poplar",34494.360661,26459.5477976,7561.18532303,29.35
491,51.532513,-0.033085,"Ford Road, Old Ford",33136.2511811,28795.5215321,7111.69113057,28.1166666667
492,51.528224,-0.037471,"Antill Road, Mile End",32844.7425354,28310.2238319,6616.09391768,26.1166666667
493,51.518811,-0.011662,"Teviot Street, Poplar",34664.0455564,27311.451347,7921.63526366,35.5333333333
494,51.526041,-0.047218,"Bancroft Road, Bethnal Green",32174.895308,28049.2795526,5904.39990309,26.0
495,51.534137,-0.037366,"Driffield Road, Old Ford",32834.3800272,28968.2034209,6949.73019227,27.9
496,51.525941,-0.036017,"Clinton Road, Mile End",32952.4516025,28058.962259,6594.38214818,27.8666666667
497,51.51549,-0.013475,"Langdon Park, Poplar",34548.2495663,26938.5949038,7713.61906485,34.5166666667
498,51.511654,-0.179668,"Lancaster Gate , Bayswater",23023.6821532,26211.7774888,4179.31444234,16.65
499,51.504714,-0.014293,"Churchill Place, Canary Wharf",34524.0055391,25738.2989448,7495.67709113,33.2333333333
500,51.503143,-0.008428,"Lancaster Drive, Blackwall",34935.9333604,25574.6016479,7894.87707436,33.7166666667
501,51.503802,-0.215808,"Hansard Mews, Shepherds Bush",20536.3176026,25276.4880984,6520.65231188,21.8833333333
502,51.507326,-0.145827,"Clarges Street, West End",25384.9476836,25789.2894994,1803.21251855,10.6333333333
503,51.486892,-0.170983,"Manresa Road, Chelsea",23695.3919491,23472.1590978,3736.8635475,13.2
504,51.508896,-0.012413,"Newby Place, Poplar",34641.8863255,26207.0602408,7666.15737867,30.4333333333
505,51.530326,-0.042744,"Twig Folly Bridge, Mile End",32472.6007294,28534.2556851,6409.87445029,25.4333333333
507,51.528222,-0.069743,"Wellington Row, Bethnal Green",30605.4395575,28250.4208666,4740.99375904,20.7333333333
508,51.531864,-0.066035,"Goldsmiths Row, Haggerston",30852.0218861,28662.367428,5200.66974858,23.6833333333
509,51.537349,-0.147154,"Gloucester Avenue, Camden Town",25208.2427642,29126.8699607,4422.11151725,19.1
510,51.53385,-0.06992,"Queensbridge Road, Haggerston",30576.6388774,28876.1791924,5157.20384909,22.35
511,51.51793,-0.067937,"Old Montague Street, Whitechapel",30760.9915876,27108.8053354,4211.40935038,19.0833333333
512,51.508981,-0.00699,"Naval Row, Blackwall",35018.0803732,26226.7553683,8041.36590351,31.9833333333
513,51.531091,-0.075901,"Hoxton Station, Haggerston",30169.7488589,28558.3240812,4647.83393703,20.7166666667
514,51.528302,-0.144466,"Albany Street, Regent's Park",25420.2528499,28125.1606507,3430.81479299,16.3
516,51.514115,-0.033828,"Salmon Lane, Limehouse",33139.70519,26747.4770737,6301.69295073,26.0166666667
517,51.509591,-0.204666,"Lansdowne Walk, Notting Hill",21294.0755284,25939.4074362,5820.31540534,21.5
518,51.526153,-0.102208,"Percival Street, Finsbury",28358.6997483,27961.3162191,3136.43600725,14.0333333333
519,51.539957,-0.145246,"Arlington Road, Camden Town",25333.2546243,29420.3526697,4642.58968359,21.1333333333
520,51.517428,-0.107987,"New Fetter Lane, Holborn",27982.782464,26980.3200998,2088.9917243,9.7
522,51.498386,-0.107913,"Westminster Bridge Road, Elephant & Castle",28042.6905832,24862.1377086,1018.19621395,4.56666666667
523,51.49605,-0.104193,"Gaywood  Street, Elephant & Castle",28307.7182318,24608.9557306,1348.91524371,7.53333333333
524,51.521564,-0.039264,"Harford Street, Mile End",32740.1858854,27566.0049999,6193.67044497,24.8
526,51.511542,-0.056667,"Watney Street, Shadwell",31562.052556,26418.8957393,4693.79222406,22.4833333333
527,51.535678,-0.062546,"Regent's Row , Haggerston ",31082.8619485,29093.058401,5665.67400237,24.9666666667
528,51.513548,-0.005659,"Aberfeldy Street, Poplar",35096.6275666,26737.3191311,8205.06043606,34.75
529,51.509424,-0.219712,"Westfield Eastern Access Road, Shepherd's Bush",20250.058976,25895.3118729,6850.06124753,24.9833333333
531,51.51601,-0.0985,"King Edward Street, St Pauls",28645.3317453,26839.6450461,2350.68805152,13.85
532,51.493978,-0.127554,"Page Street, Westminster",26691.4715706,24336.6978696,853.280685073,4.9
533,51.501391,-0.205991,"Abbotsbury Road, Holland Park",21224.4587166,25024.9369101,5830.95595285,20.2166666667
534,51.511624,-0.205921,"Ladbroke Grove Central, Notting Hill",21201.4107102,26163.4334739,5947.65977859,21.5
535,51.518369,-0.043371,"Rectory Square, Stepney",32464.6710688,27202.9509856,5801.05434882,24.7666666667
536,51.51746,-0.12335,"Bury Place, Holborn",26916.4130984,26956.4192282,1852.84082268,10.1833333333
537,51.499286,-0.009152,"Preston's Road, Cubitt Town",34897.3412002,25144.1704827,7842.60895093,34.85
538,51.509943,-0.117619,"Somerset House, Strand",27335.6890579,26130.4112632,1059.56323997,10.3333333333
539,51.521905,-0.063386,"Selby Street, Whitechapel",31065.1460731,27559.3505865,4699.80836059,20.95
540,51.509158,-0.224103,"Westfield Ariel Way, White City",19945.9596424,25858.3139407,7148.26022246,26.35
541,51.51616,-0.18697,"Bishop's Bridge Road West, Bayswater",22504.3938257,26700.4662957,4820.77315782,19.65
542,51.53213,-0.08299,"Pitfield Street Central, Hoxton",29674.8533616,28660.9934521,4413.95705575,19.75
543,51.503083,-0.017676,"Upper Bank Street, Canary Wharf",34294.0590742,25550.4939893,7252.71182487,35.0166666667
545,51.539099,-0.141728,"Greenland Road, Camden Town",25579.7286645,29331.0983984,4472.58975751,18.0666666667
546,51.485587,-0.18119,"Limerston Street, Chelsea",22990.096817,23309.3206837,4445.20792317,16.1666666667
547,51.53356,-0.09315,"Eagle Wharf Road, Hoxton",28965.7755694,28801.6486957,4158.03417254,19.9666666667
548,51.497304,-0.022793,"Alpha Grove, Millwall",33956.1724534,24898.0098069,6904.57721146,33.0833333333
549,51.528869,-0.047548,"Globe Town Market, Bethnal Green",32143.5996252,28363.2658452,6040.49676176,24.5833333333
550,51.527607,-0.057133,"Hollybush Gardens, Bethnal Green",31482.2479577,28205.1687304,5402.77410992,27.0833333333
551,51.511246,-0.093051,"Queen Street 2, Bank",29037.3454666,26319.5202919,2323.01351584,12.4666666667
552,51.48692917,-0.102996299,"Doddington Grove, Kennington",28417.1119083,23596.4711117,2035.40207827,12.3333333333
553,51.519167,-0.147983,"New Cavendish Street, Marylebone",25201.9353773,27102.751725,2721.98040988,12.7166666667
554,51.497622,-0.125978,"Abingdon Green, Great College Street",26790.531484,24744.8734905,449.726276565,2.08333333333
555,51.51244,-0.19096,"Ilchester Gardens, Bayswater",22237.6864656,26279.7780127,4957.4183269,19.3333333333
556,51.490645,-0.014582,"Mudchute DLR, Cubitt Town",34546.4009597,24172.6793851,7549.84361431,35.7
557,51.50964,-0.08497,"Monument Street, Monument",29602.9617557,26155.5119239,2754.77169589,14.3
558,51.52959,-0.0801,"Hoxton Street, Hoxton",29882.7858329,28383.6915237,4326.96741636,21.3166666667
559,51.487196,-0.179369,"Drayton Gardens, Chelsea",23112.1217132,23491.4580028,4261.50871073,15.6833333333
560,51.53256,-0.16862,"Greenberry Street, St.John's Wood",23732.3628025,28556.610886,4788.1503198,21.6166666667
561,51.506093,-0.2242237,"Westfield Library Corner, Shepherd's Bush",19945.8546562,25517.1416638,7120.67817204,24.4833333333
562,51.5171,-0.18377,"Bishop's Bridge Road East, Bayswater",22723.9041755,26810.5453919,4653.26300115,19.0333333333
563,51.531066,-0.11934,"Northdown Street, King's Cross",27155.8209769,28477.1621855,3369.92178446,19.2666666667
564,51.513875,-0.117774,"Kingsway Southbound, Strand",27313.6778214,26567.5481589,1481.58368754,9.38333333333
565,51.493267,-0.21985,"Hammersmith Road, Hammersmith",20284.1982846,24097.6801462,6845.69093951,21.95
566,51.472817,-0.199783,"Parson's Green , Parson's Green",21733.6592339,21856.7977752,6236.17606082,20.5
